inequality tolerance,utilities,usw alloc u,usw alloc v,nsw alloc u,nsw alloc v,usw u,usw v,nsw u,nsw v,usw PoI,nsw PoI
0.3,"[[array([0.08550053, 0.6571025 , 0.25739697]), array([0.13859082, 0.26583856, 0.59557062])]]","[array([[0., 1., 0.],
       [1., 0., 1.]])]","[array([[0.34387289, 1.        , 0.        ],
       [0.65612711, 0.        , 1.        ]])]","[array([[0.00000001, 1.        , 0.        ],
       [0.99999998, 0.        , 1.        ]])]","[array([[ 0.34387288,  1.        ,  0.        ],
       [ 0.65612711, -0.        ,  1.        ]])]",1.3912639449926911,1.3730076326312295,0.4824193192391864,0.47128748945834004,0.9868778944303358,0.9769249917304262
0.3,"[[array([0.7780988 , 0.08276762, 0.13913357]), array([0.50482982, 0.33968851, 0.15548167])]]","[array([[1., 0., 0.],
       [0., 1., 1.]])]","[array([[ 0.77946659, -0.        , -0.        ],
       [ 0.22053341,  1.        ,  1.        ]])]","[array([[0.99043285, 0.        , 0.        ],
       [0.00956715, 1.        , 1.        ]])]","[array([[0.77946659, 0.        , 0.        ],
       [0.22053341, 1.        , 1.        ]])]",1.2732689888707251,1.2130040476996689,0.38532728219640977,0.36784470430166294,0.9526691204310993,0.9546292756767853
0.3,"[[array([0.42256482, 0.11778733, 0.45964785]), array([0.30516545, 0.55612844, 0.13870611])]]","[array([[1., 0., 1.],
       [0., 1., 0.]])]","[array([[ 0.55191607, -0.        ,  1.        ],
       [ 0.44808393,  1.        , -0.        ]])]","[array([[0.86731318, 0.        , 1.        ],
       [0.13268682, 1.        , 0.        ]])]","[array([[ 0.55191607, -0.        ,  1.        ],
       [ 0.44808392,  1.        ,  0.        ]])]",1.438341109768282,1.3857363407581005,0.492893861096213,0.4800663010387446,0.9634267777977533,0.9739750054323267
0.3,"[[array([0.3286277 , 0.29584939, 0.37552291]), array([0.42257848, 0.27407146, 0.30335006])]]","[array([[0., 1., 1.],
       [1., 0., 0.]])]","[array([[-0.      ,  0.563459,  1.      ],
       [ 1.      ,  0.436541,  0.      ]])]","[array([[0.        , 0.6362754 , 0.99999999],
       [1.        , 0.3637246 , 0.00000001]])]","[array([[0.      , 0.563459, 1.      ],
       [1.      , 0.436541, 0.      ]])]",1.093950778644584,1.084443818656165,0.2944345233535824,0.29400459861949074,0.9913095175998703,0.9985398290621804
0.3,"[[array([0.24727032, 0.42822349, 0.32450619]), array([0.4404035 , 0.32920653, 0.23038998])]]","[array([[0.        , 1.        , 0.99999999],
       [1.        , 0.        , 0.00000001]])]","[array([[-0.        ,  0.58765011,  1.        ],
       [ 1.        ,  0.41234989,  0.        ]])]","[array([[0.        , 0.78998816, 0.99999999],
       [1.        , 0.21001184, 0.00000001]])]","[array([[0.        , 0.58765012, 0.99999998],
       [1.        , 0.41234988, 0.00000002]])]",1.1931331745290852,1.1523035439078135,0.33772243503982347,0.33195086357408976,0.9657794859007365,0.9829103107554784
0.3,"[[array([0.29201116, 0.53308434, 0.1749045 ]), array([0.44232581, 0.06014807, 0.49752612])]]","[array([[0., 1., 0.],
       [1., 0., 1.]])]","[array([[ 0.55392499,  1.        , -0.        ],
       [ 0.44607501, -0.        ,  1.        ]])]","[array([[0.149617  , 1.        , 0.        ],
       [0.85038299, 0.        , 1.        ]])]","[array([[ 0.55392499,  1.        ,  0.        ],
       [ 0.44607501, -0.        ,  1.        ]])]",1.4729362708710239,1.3896732317197533,0.5039117159629413,0.48279792254140125,0.9434713905836315,0.958100213285986
0.3,"[[array([0.52839351, 0.29113225, 0.18047424]), array([0.3518642 , 0.14982852, 0.49830728])]]","[array([[1., 1., 0.],
       [0., 0., 1.]])]","[array([[ 0.63508587,  1.        , -0.        ],
       [ 0.36491413,  0.        ,  1.        ]])]","[array([[0.93260807, 0.99999999, 0.        ],
       [0.06739193, 0.00000001, 1.        ]])]","[array([[0.63508587, 1.        , 0.        ],
       [0.36491413, 0.        , 1.        ]])]",1.317833044483346,1.2534150046593517,0.40922005931733063,0.3927622930854399,0.951118208718731,0.95978260142148
0.3,"[[array([0.38901087, 0.3611828 , 0.24980633]), array([0.19699218, 0.11876238, 0.68424544])]]","[array([[1., 1., 0.],
       [0., 0., 1.]])]","[array([[0.88746094, 1.        , 0.        ],
       [0.11253906, 0.        , 1.        ]])]","[array([[1., 1., 0.],
       [0., 0., 1.]])]","[array([[ 0.88746095,  1.        , -0.        ],
       [ 0.11253905,  0.        ,  1.        ]])]",1.4344391004299268,1.412829500171171,0.513316590623306,0.49902179892573906,0.9849351567087937,0.9721520949085063
0.3,"[[array([0.34579577, 0.5355836 , 0.11862064]), array([0.21684686, 0.67375536, 0.10939778])]]","[array([[1.        , 0.        , 0.99999999],
       [0.        , 1.        , 0.        ]])]","[array([[1.        , 0.17310197, 1.        ],
       [0.        , 0.82689803, 0.        ]])]","[array([[1.        , 0.06643888, 0.99999999],
       [0.        , 0.93356112, 0.        ]])]","[array([[1.        , 0.17310197, 0.99999999],
       [0.        , 0.82689803, 0.00000001]])]",1.1381717650423882,1.1142539606261688,0.31449589097358704,0.3103904716408121,0.9789857689754511,0.986946031885931
0.3,"[[array([0.62121755, 0.1316056 , 0.24717685]), array([0.33616433, 0.30355761, 0.36027806])]]","[array([[1., 0., 0.],
       [0., 1., 1.]])]","[array([[1.        , 0.        , 0.07015849],
       [0.        , 1.        , 0.92984151]])]","[array([[1., 0., 0.],
       [0., 1., 1.]])]","[array([[1.        , 0.        , 0.07015849],
       [0.        , 1.        , 0.92984151]])]",1.2850532158749886,1.2771182062469708,0.4123863651983292,0.4077577277569814,0.9938251509509551,0.9887759687711262
0.3,"[[array([0.23325412, 0.43853059, 0.32821529]), array([0.3075732 , 0.43209079, 0.26033601])]]","[array([[0., 1., 1.],
       [1., 0., 0.]])]","[array([[-0.      ,  0.472592,  1.      ],
       [ 1.      ,  0.527408, -0.      ]])]","[array([[0.        , 0.48169104, 0.99999999],
       [0.99999999, 0.51830896, 0.00000001]])]","[array([[0.      , 0.472592, 1.      ],
       [1.      , 0.527408, 0.      ]])]",1.074319083848121,1.070922680459049,0.2867345337686346,0.28671884648915363,0.9968385524932628,0.999945289884428
0.3,"[[array([0.12045035, 0.45551529, 0.42403436]), array([0.25432592, 0.05093136, 0.69474272])]]","[array([[0., 1., 0.],
       [1., 0., 1.]])]","[array([[ 0.        ,  1.        ,  0.44115433],
       [ 1.        , -0.        ,  0.55884567]])]","[array([[0.        , 1.        , 0.14591531],
       [0.99999999, 0.        , 0.85408469]])]","[array([[0.        , 1.        , 0.44115433],
       [1.        , 0.        , 0.55884567]])]",1.4045839243707563,1.2851597616894277,0.438587572756462,0.4129089030537843,0.9149754168410906,0.9414514425447789
0.3,"[[array([0.57869405, 0.13309478, 0.28821117]), array([0.51418459, 0.27967433, 0.20614109])]]","[array([[1.        , 0.        , 0.99999999],
       [0.        , 1.        , 0.00000001]])]","[array([[ 0.46267511, -0.        ,  1.        ],
       [ 0.53732489,  1.        ,  0.        ]])]","[array([[0.5229405 , 0.        , 0.99999999],
       [0.4770595 , 1.        , 0.00000001]])]","[array([[0.46267511, 0.        , 1.        ],
       [0.53732489, 1.        , 0.        ]])]",1.1465795414726243,1.1119170037585853,0.3101705504398794,0.30908985540435774,0.9697687456820311,0.9965158038569779
0.3,"[[array([0.20708067, 0.37311976, 0.41979957]), array([0.17385703, 0.54097244, 0.28517053])]]","[array([[0.99999994, 0.        , 1.        ],
       [0.00000006, 1.        , 0.        ]])]","[array([[0.77448333, 0.        , 1.        ],
       [0.22551667, 1.        , 0.        ]])]","[array([[0.99999976, 0.        , 0.99999999],
       [0.00000023, 0.99999999, 0.00000001]])]","[array([[0.77448333, 0.        , 1.        ],
       [0.22551667, 1.        , 0.        ]])]",1.1678526778061622,1.1603601985209135,0.3391249305466561,0.33660894733627345,0.9935843968784458,0.9925809547345075
0.3,"[[array([0.13845263, 0.46229301, 0.39925436]), array([0.11935192, 0.46994074, 0.41070734])]]","[array([[0.99999999, 0.00000007, 0.00000005],
       [0.00000001, 0.99999993, 0.99999995]])]","[array([[1.        , 0.79614736, 0.        ],
       [0.        , 0.20385264, 1.        ]])]","[array([[0.99999997, 0.78723225, 0.00000007],
       [0.00000003, 0.21276775, 0.99999993]])]","[array([[0.99999998, 0.79614733, 0.00000004],
       [0.00000001, 0.20385266, 0.99999996]])]",1.0191007100332434,1.0130119900132781,0.25656558839411825,0.2565483221453632,0.9940253990994014,0.9999327023983883
0.3,"[[array([0.1867289 , 0.42840278, 0.38486832]), array([0.35748991, 0.32604917, 0.31646093])]]","[array([[0.        , 1.        , 0.99999999],
       [1.        , 0.        , 0.00000001]])]","[array([[-0.        ,  1.        ,  0.35011808],
       [ 1.        ,  0.        ,  0.64988192]])]","[array([[0.        , 0.99999999, 0.50826713],
       [1.        , 0.00000001, 0.49173287]])]","[array([[0.        , 1.        , 0.35011809],
       [1.        , 0.        , 0.64988191]])]",1.170761001894746,1.126304280717572,0.3201865799851815,0.3171403329694165,0.9620275008261927,0.9904860253171573
0.3,"[[array([0.06936007, 0.31683984, 0.61380009]), array([0.23101133, 0.22113789, 0.54785078])]]","[array([[0., 1., 1.],
       [1., 0., 0.]])]","[array([[-0.        ,  1.        ,  0.39772903],
       [ 1.        , -0.        ,  0.60227097]])]","[array([[0.        , 0.99999999, 0.45273732],
       [1.        , 0.00000001, 0.54726268]])]","[array([[0.        , 1.        , 0.39772903],
       [1.        , 0.        , 0.60227097]])]",1.1616512568789232,1.121931908937613,0.31570032330871683,0.3146828017586862,0.965807855235291,0.996776938523957
0.3,"[[array([0.86573103, 0.09806804, 0.03620093]), array([0.35393498, 0.60047978, 0.04558523])]]","[array([[1.        , 0.        , 0.00000001],
       [0.        , 1.        , 0.99999999]])]","[array([[ 0.81989659, -0.        ,  0.        ],
       [ 0.18010341,  1.        ,  1.        ]])]","[array([[1.        , 0.        , 0.00000004],
       [0.        , 1.        , 0.99999994]])]","[array([[ 0.81989659, -0.        ,  0.        ],
       [ 0.18010341,  1.        ,  1.        ]])]",1.5117960448137884,1.4196198324606257,0.5593185294993932,0.5038301171740825,0.9390286721086665,0.900792823053843
0.3,"[[array([0.15299719, 0.42486915, 0.42213366]), array([0.3899684, 0.2316724, 0.3783592])]]","[array([[0.        , 1.        , 0.99999994],
       [1.        , 0.        , 0.00000005]])]","[array([[-0.        ,  1.        ,  0.42905873],
       [ 1.        , -0.        ,  0.57094127]])]","[array([[0.        , 1.        , 0.51210141],
       [1.        , 0.        , 0.48789859]])]","[array([[0.        , 1.        , 0.42905873],
       [1.        , 0.        , 0.57094127]])]",1.2369712066173952,1.2119785625391968,0.36832443857621616,0.3672230086852006,0.979795290347507,0.9970096203899116
0.3,"[[array([0.42881419, 0.29649441, 0.27469141]), array([0.19808089, 0.65274623, 0.14917289])]]","[array([[1., 0., 1.],
       [0., 1., 0.]])]","[array([[ 1.        , -0.        ,  0.88024618],
       [ 0.        ,  1.        ,  0.11975382]])]","[array([[1., 0., 1.],
       [0., 1., 0.]])]","[array([[ 0.99999999, -0.        ,  0.88024619],
       [ 0.00000001,  1.        ,  0.1197538 ]])]",1.3562518181076706,1.3412204979435933,0.45921062128566975,0.4497181055137787,0.9889170138145511,0.979328623224536
0.3,"[[array([0.27365234, 0.44687507, 0.27947259]), array([0.36489113, 0.51231825, 0.12279061])]]","[array([[0., 0., 1.],
       [1., 1., 0.]])]","[array([[-0.        ,  0.62316614,  1.        ],
       [ 1.        ,  0.37683386, -0.        ]])]","[array([[0.00000001, 0.54342181, 1.        ],
       [0.99999999, 0.45657819, 0.        ]])]","[array([[0.        , 0.62316613, 1.        ],
       [1.        , 0.37683386, 0.        ]])]",1.1566819729268167,1.1158999998032357,0.3127641075516601,0.31130820187229225,0.9647422765478154,0.9953450359417364
0.3,"[[array([0.09138629, 0.58461236, 0.32400135]), array([0.28940654, 0.28296474, 0.42762872])]]","[array([[0.        , 1.        , 0.        ],
       [1.        , 0.        , 0.99999999]])]","[array([[ 0.        ,  1.        ,  0.17618095],
       [ 1.        , -0.        ,  0.82381905]])]","[array([[0., 1., 0.],
       [1., 0., 1.]])]","[array([[ 0.        ,  1.        ,  0.17618095],
       [ 1.        , -0.        ,  0.82381905]])]",1.3016476146686935,1.2833904470356527,0.4191876724460269,0.4117727593613315,0.9859738016439359,0.9823112329581922
0.3,"[[array([0.33171663, 0.23595736, 0.43232601]), array([0.33851122, 0.39885606, 0.26263273])]]","[array([[0.00000001, 0.        , 1.        ],
       [0.99999999, 1.        , 0.        ]])]","[array([[ 0.45513069, -0.        ,  1.        ],
       [ 0.54486931,  1.        , -0.        ]])]","[array([[0.43748312, 0.        , 1.        ],
       [0.56251688, 1.        , 0.        ]])]","[array([[0.45513069, 0.        , 1.        ],
       [0.54486931, 1.        , 0.        ]])]",1.1696932823621338,1.1666008570608164,0.3402743599737186,0.3402393893551796,0.9973562083770607,0.9998972281704044
0.3,"[[array([0.20742349, 0.02867477, 0.76390174]), array([0.12634636, 0.77653192, 0.09712172])]]","[array([[1., 0., 1.],
       [0., 1., 0.]])]","[array([[ 0.41638435, -0.        ,  1.        ],
       [ 0.58361565,  1.        ,  0.        ]])]","[array([[0.99999998, 0.        , 1.        ],
       [0.00000001, 1.        , 0.        ]])]","[array([[ 0.41638435, -0.        ,  1.        ],
       [ 0.58361564,  1.        ,  0.        ]])]",1.7478571490967152,1.7005392674707895,0.754265042686487,0.7229584495193689,0.9729280612832809,0.9584939094411529
0.3,"[[array([0.415503  , 0.35233186, 0.23216514]), array([0.15524747, 0.3616424 , 0.48311013])]]","[array([[1.        , 0.        , 0.        ],
       [0.        , 0.99999999, 1.        ]])]","[array([[ 1.        ,  0.60121148,  0.        ],
       [-0.        ,  0.39878852,  1.        ]])]","[array([[1.        , 0.57829179, 0.        ],
       [0.        , 0.42170821, 1.        ]])]","[array([[1.        , 0.60121148, 0.        ],
       [0.        , 0.39878852, 1.        ]])]",1.260255527583769,1.2546579250045187,0.3936085604756032,0.3935416270174151,0.9955583590337569,0.9998299491807108
0.3,"[[array([0.35920499, 0.57518511, 0.0656099 ]), array([0.67406678, 0.24991586, 0.07601736])]]","[array([[0.        , 1.        , 0.        ],
       [1.        , 0.        , 0.99999999]])]","[array([[ 0.03220041,  1.        ,  1.        ],
       [ 0.96779959, -0.        ,  0.        ]])]","[array([[0.        , 1.        , 0.55026618],
       [1.        , 0.        , 0.44973381]])]","[array([[ 0.03220041,  1.        ,  1.        ],
       [ 0.96779959, -0.        ,  0.        ]])]",1.3252692479632076,1.304723114090581,0.4329474027056736,0.4255756009634321,0.9844966342468117,0.9829729854107636
0.3,"[[array([0.49750886, 0.18522898, 0.31726215]), array([0.33330207, 0.40605195, 0.26064599])]]","[array([[1.        , 0.        , 0.99999997],
       [0.        , 1.        , 0.00000003]])]","[array([[ 1.        , -0.        ,  0.29276119],
       [-0.        ,  1.        ,  0.70723881]])]","[array([[0.99999999, 0.        , 0.49486795],
       [0.00000001, 1.        , 0.50513205]])]","[array([[1.        , 0.        , 0.29276119],
       [0.        , 1.        , 0.70723881]])]",1.2208229597018634,1.1807818126839584,0.3519391975043442,0.3485614218983835,0.9672015121441659,0.9904023887367107
0.3,"[[array([0.42337632, 0.26991714, 0.30670654]), array([0.638153  , 0.17162085, 0.19022615])]]","[array([[0., 1., 1.],
       [1., 0., 0.]])]","[array([[ 0.0579629,  1.       ,  1.       ],
       [ 0.9420371, -0.       , -0.       ]])]","[array([[0., 1., 1.],
       [1., 0., 0.]])]","[array([[0.0579629, 1.       , 1.       ],
       [0.9420371, 0.       , 0.       ]])]",1.21477667729701,1.2023275991033548,0.3679741293109444,0.36139791367273166,0.9897519614705185,0.9821285924352151
0.3,"[[array([0.36642284, 0.43039651, 0.20318065]), array([0.05492286, 0.60565077, 0.33942637])]]","[array([[1., 0., 0.],
       [0., 1., 1.]])]","[array([[ 1.        ,  0.55852113, -0.        ],
       [-0.        ,  0.44147887,  1.        ]])]","[array([[1.        , 0.35453569, 0.00000001],
       [0.        , 0.64546431, 0.99999999]])]","[array([[1.        , 0.55852113, 0.        ],
       [0.        , 0.44147887, 1.        ]])]",1.3114999820625404,1.2136167721080797,0.37906290952853916,0.36821641717805953,0.9253654507867214,0.971386036254589
0.3,"[[array([0.07018195, 0.49704655, 0.4327715 ]), array([0.33987086, 0.40557899, 0.25455014])]]","[array([[0.        , 0.99999999, 1.        ],
       [1.        , 0.00000001, 0.        ]])]","[array([[-0.        ,  0.34640982,  1.        ],
       [ 1.        ,  0.65359018, -0.        ]])]","[array([[0.        , 0.48365163, 1.        ],
       [1.        , 0.51634837, 0.        ]])]","[array([[0.        , 0.34640982, 1.        ],
       [1.        , 0.65359018, 0.        ]])]",1.2696889115933194,1.2099066181956797,0.3697655464876888,0.36596850569300104,0.9529157946865744,0.9897312206863109
0.3,"[[array([0.25360169, 0.30903132, 0.43736699]), array([0.35588986, 0.41800193, 0.22610821])]]","[array([[0.00000001, 0.        , 1.        ],
       [0.99999999, 1.        , 0.        ]])]","[array([[ 0.        ,  0.46287402,  1.        ],
       [ 1.        ,  0.53712598, -0.        ]])]","[array([[0.00000007, 0.2180592 , 1.        ],
       [0.99999992, 0.7819408 , 0.        ]])]","[array([[0.00000001, 0.46287401, 1.        ],
       [0.99999999, 0.53712599, 0.        ]])]",1.211258774698727,1.1608191114532578,0.34461714230340473,0.3368752521254938,0.9583576488368352,0.9775348082623966
0.3,"[[array([0.28351657, 0.13771826, 0.57876517]), array([0.30635818, 0.21725541, 0.47638641])]]","[array([[0., 0., 1.],
       [1., 1., 0.]])]","[array([[-0.        , -0.        ,  0.94773113],
       [ 1.        ,  1.        ,  0.05226887]])]","[array([[0.00000002, 0.00000001, 0.99999998],
       [0.99999998, 0.99999999, 0.00000002]])]","[array([[0.        , 0.        , 0.94773113],
       [1.        , 1.        , 0.05226887]])]",1.1023787544832253,1.0970275330309724,0.3030493024960542,0.3008673517661303,0.9951457505594242,0.9928000140176784
0.3,"[[array([0.37120857, 0.26785949, 0.36093195]), array([0.40494744, 0.3411979 , 0.25385466])]]","[array([[0.00000004, 0.00000001, 1.        ],
       [0.99999996, 0.99999999, 0.        ]])]","[array([[ 0.49630923,  0.        ,  1.        ],
       [ 0.50369077,  1.        , -0.        ]])]","[array([[0.43512875, 0.        , 1.        ],
       [0.56487125, 1.        , 0.        ]])]","[array([[0.49630922, 0.00000001, 1.        ],
       [0.50369077, 0.99999999, 0.        ]])]",1.1070772767727635,1.0903323663968634,0.2977688222287523,0.2972061664096242,0.9848746688896794,0.9981104273613447
0.3,"[[array([0.38188454, 0.21256214, 0.40555332]), array([0.33025948, 0.17275393, 0.49698659])]]","[array([[0.99999998, 0.99999996, 0.        ],
       [0.00000002, 0.00000004, 1.        ]])]","[array([[0.86314553, 1.        , 0.        ],
       [0.13685447, 0.        , 1.        ]])]","[array([[0.97411172, 0.99999999, 0.        ],
       [0.02588828, 0.00000001, 1.        ]])]","[array([[0.86314554, 0.99999998, 0.        ],
       [0.13685446, 0.00000002, 1.        ]])]",1.091433270352231,1.0843681548861979,0.2955165585926505,0.2939635733378322,0.9935267545364885,0.9947448452221622
0.3,"[[array([0.37306693, 0.06650214, 0.56043093]), array([0.14174539, 0.23132834, 0.62692627])]]","[array([[1.        , 0.        , 0.00000001],
       [0.        , 1.        , 0.99999999]])]","[array([[ 1.        , -0.        ,  0.40862824],
       [-0.        ,  1.        ,  0.59137176]])]","[array([[1.        , 0.        , 0.35165471],
       [0.        , 0.99999999, 0.64834529]])]","[array([[1.        , 0.        , 0.40862824],
       [0.        , 1.        , 0.59137176]])]",1.231321541094862,1.2041496690271054,0.3636345767239842,0.3624941059092248,0.9779327566676078,0.9968636898475552
0.3,"[[array([0.34010045, 0.28317369, 0.37672586]), array([0.17085567, 0.40333708, 0.42580726])]]","[array([[1.        , 0.        , 0.00000003],
       [0.        , 1.        , 0.99999997]])]","[array([[ 1.        , -0.        ,  0.60937533],
       [-0.        ,  1.        ,  0.39062467]])]","[array([[1.       , 0.       , 0.5222248],
       [0.       , 1.       , 0.4777752]])]","[array([[1.        , 0.        , 0.60937533],
       [0.        , 1.        , 0.39062467]])]",1.1692447851726704,1.139335793339681,0.32573988113458424,0.32452151189842227,0.974420247828112,0.9962596866189112
0.3,"[[array([0.27955458, 0.31589744, 0.40454798]), array([0.34850435, 0.24984191, 0.40165374])]]","[array([[0.        , 1.        , 0.99999999],
       [1.        , 0.        , 0.00000001]])]","[array([[-0.        ,  1.        ,  0.53865012],
       [ 1.        , -0.        ,  0.46134988]])]","[array([[0.00000001, 0.99999999, 0.54340419],
       [0.99999999, 0.00000001, 0.45659581]])]","[array([[0.        , 1.        , 0.53865012],
       [1.        , 0.        , 0.46134988]])]",1.068949766853358,1.067614512260639,0.2849538579888765,0.2849501860907986,0.9987508724599383,0.9999871140608383
0.3,"[[array([0.32602612, 0.50113794, 0.17283594]), array([0.20552294, 0.35633229, 0.43814477])]]","[array([[0.99999999, 1.        , 0.        ],
       [0.00000001, 0.        , 1.        ]])]","[array([[ 1.        ,  0.54631744, -0.        ],
       [ 0.        ,  0.45368256,  1.        ]])]","[array([[0.99999998, 0.78951222, 0.        ],
       [0.00000001, 0.21048778, 1.        ]])]","[array([[0.99999999, 0.54631744, 0.        ],
       [0.00000001, 0.45368255, 1.        ]])]",1.2653088314722447,1.1996130352217467,0.370329243462121,0.35976785823107754,0.9480792399322322,0.9714810930611163
0.3,"[[array([0.30780654, 0.34477852, 0.34741495]), array([0.42051386, 0.37060667, 0.20887946])]]","[array([[0., 0., 1.],
       [1., 1., 0.]])]","[array([[-0.        ,  0.62023312,  1.        ],
       [ 1.        ,  0.37976688, -0.        ]])]","[array([[0.00000001, 0.56350851, 1.        ],
       [0.99999999, 0.43649148, 0.        ]])]","[array([[0.        , 0.62023312, 1.        ],
       [1.        , 0.37976688, 0.        ]])]",1.1385354833534158,1.1225160060895294,0.31542169255012126,0.31501054525487826,0.9859297514235542,0.9986965154745099
0.3,"[[array([0.09137828, 0.59557052, 0.3130512 ]), array([0.20464249, 0.02084805, 0.77450946])]]","[array([[0.00000001, 1.        , 0.        ],
       [0.99999999, 0.        , 1.        ]])]","[array([[ 1.        ,  1.        ,  0.08051105],
       [ 0.        , -0.        ,  0.91948895]])]","[array([[0.00000002, 1.        , 0.        ],
       [0.99999997, 0.        , 1.        ]])]","[array([[ 0.99999999,  1.        ,  0.08051105],
       [ 0.00000001, -0.        ,  0.91948895]])]",1.5747224583819022,1.42430576888214,0.5831540294324005,0.50716173093482,0.9044805078513188,0.8696874330585594
0.3,"[[array([0.34320079, 0.3266548 , 0.3301444 ]), array([0.31036894, 0.35302115, 0.33660991])]]","[array([[1., 0., 0.],
       [0., 1., 1.]])]","[array([[ 1.        ,  0.        ,  0.51957709],
       [-0.        ,  1.        ,  0.48042291]])]","[array([[0.99999998, 0.00000004, 0.50460346],
       [0.00000002, 0.99999995, 0.49539654]])]","[array([[1.        , 0.00000002, 0.51957707],
       [0.        , 0.99999998, 0.48042293]])]",1.032831851088358,1.0294725243103517,0.2649783335454392,0.26495341887241214,0.9967474601267705,0.9999059746784059
0.3,"[[array([0.04213167, 0.28930799, 0.66856034]), array([0.67401358, 0.00794087, 0.31804555])]]","[array([[0., 1., 1.],
       [1., 0., 0.]])]","[array([[-0.        ,  1.        ,  0.71229166],
       [ 1.        ,  0.        ,  0.28770834]])]","[array([[0., 1., 1.],
       [1., 0., 0.]])]","[array([[-0.        ,  1.        ,  0.71229166],
       [ 1.        ,  0.        ,  0.28770834]])]",1.631881909128837,1.5310358799808452,0.6456162613984338,0.5860177160445615,0.9382026183488807,0.9076873540564497
0.3,"[[array([0.297739 , 0.3299443, 0.3723167]), array([0.06537051, 0.41973272, 0.51489676])]]","[array([[1.        , 0.00000001, 0.        ],
       [0.        , 0.99999999, 1.        ]])]","[array([[ 1.        ,  0.84955316,  0.        ],
       [-0.        ,  0.15044684,  1.        ]])]","[array([[1.        , 0.66216684, 0.00000001],
       [0.        , 0.33783316, 0.99999999]])]","[array([[1.        , 0.84955315, 0.00000001],
       [0.        , 0.15044685, 0.99999999]])]",1.2323684818063212,1.156088445687891,0.3389979557244332,0.3341351224899636,0.9381028992184025,0.9856552726871823
0.3,"[[array([0.46700247, 0.42055205, 0.11244548]), array([0.03592819, 0.36454916, 0.59952265])]]","[array([[1.        , 0.99999999, 0.        ],
       [0.        , 0.00000001, 1.        ]])]","[array([[ 1.        ,  0.63312772, -0.        ],
       [-0.        ,  0.36687228,  1.        ]])]","[array([[1.        , 0.76705403, 0.        ],
       [0.        , 0.23294597, 1.        ]])]","[array([[ 1.        ,  0.63312772, -0.        ],
       [ 0.        ,  0.36687228,  1.        ]])]",1.487077158209343,1.4665312552223702,0.5404283207066366,0.5376784804490752,0.9861837007760155,0.994911739166508
0.3,"[[array([0.40925092, 0.1817833 , 0.40896578]), array([0.67735224, 0.05709994, 0.26554782])]]","[array([[0.        , 0.99999999, 0.99999999],
       [1.        , 0.        , 0.        ]])]","[array([[ 0.07970081,  1.        ,  1.        ],
       [ 0.92029919,  0.        , -0.        ]])]","[array([[0.        , 0.99999999, 1.        ],
       [1.        , 0.        , 0.        ]])]","[array([[0.07970081, 1.        , 1.        ],
       [0.92029919, 0.        , 0.        ]])]",1.2681013157895697,1.246733426240208,0.4001452099193976,0.3885860586570297,0.983149698463914,0.9711126086834919
0.3,"[[array([0.36258801, 0.25919401, 0.37821798]), array([0.02285662, 0.47657143, 0.50057195])]]","[array([[1., 0., 0.],
       [0., 1., 1.]])]","[array([[ 1.     , -0.     ,  0.69932],
       [-0.     ,  1.     ,  0.30068]])]","[array([[1.        , 0.        , 0.49668955],
       [0.        , 1.        , 0.50331045]])]","[array([[1.     , 0.     , 0.69932],
       [0.     , 1.     , 0.30068]])]",1.3397313823266361,1.2541668039569056,0.4010071187129043,0.3932335927827935,0.9361330342048603,0.980614992683768
0.3,"[[array([0.26805843, 0.4259549 , 0.30598667]), array([0.31568679, 0.32145835, 0.36285486])]]","[array([[0.00000003, 1.        , 0.00000002],
       [0.99999997, 0.        , 0.99999998]])]","[array([[0.43270033, 1.        , 0.        ],
       [0.56729967, 0.        , 1.        ]])]","[array([[0.28018818, 1.        , 0.00000012],
       [0.71981181, 0.        , 0.99999988]])]","[array([[0.43270024, 1.        , 0.00000008],
       [0.56729976, 0.        , 0.99999992]])]",1.1044965456954319,1.0838877424501714,0.2956714708638315,0.2937031591364772,0.9813409980089305,0.9933429095421222
0.3,"[[array([0.38190333, 0.33505607, 0.2830406 ]), array([0.79458382, 0.17172031, 0.03369588])]]","[array([[0., 1., 1.],
       [1., 0., 0.]])]","[array([[ 0.15001196,  1.        ,  1.        ],
       [ 0.84998804, -0.        , -0.        ]])]","[array([[0., 1., 1.],
       [1., 0., 0.]])]","[array([[0.15001196, 1.        , 1.        ],
       [0.84998804, 0.        , 0.        ]])]",1.412680487385042,1.3507734780130327,0.4911296104482896,0.45614724688724867,0.9561776283279717,0.92877162602941
0.3,"[[array([0.45245468, 0.37517474, 0.17237058]), array([0.43744032, 0.26573391, 0.29682577])]]","[array([[1., 1., 0.],
       [0., 0., 1.]])]","[array([[ 0.40352103,  1.        , -0.        ],
       [ 0.59647897, -0.        ,  1.        ]])]","[array([[0.42467649, 0.99999999, 0.        ],
       [0.57532351, 0.        , 0.99999999]])]","[array([[0.40352103, 1.        , 0.        ],
       [0.59647897, 0.        , 1.        ]])]",1.124455190641747,1.1154994363617536,0.31117332730222597,0.31108474729479585,0.9920354725074618,0.9997153354749326
